Table 1,,,,,,,,,,,,
Changes to census subdivisions by province and territory,,,,,,,,,,,,
Gaining CSDuid ,Gaining CSDname ,Gaining CSDtype ,Gaining Change Code ,Gaining Change Code Description,Losing CSDuid ,Losing CSDname ,Losing CSDtype ,Losing Change Code ,Losing Change Code Description,Census Population Affected,Effective Date,File Number
Newfoundland and Labrador,,,,,,,,,,,,
2498804,Romaine 2,IRI,2,Name change,...,La Romaine,IRI,...,...,...,31/05/1956,240099
2498804,Romaine 2,IRI,8C,Area gained due to boundary correction,2498015,Côte-Nord-du-Golfe-du-Saint-Laurent,MÉ,9C,Area lost due to boundary correction,...,02/01/2016,240101
2407910,Ruisseau-des-Mineurs,NO,8,Area and population gained due to correction,2407908,Lac-Casault,NO,9,Area and population lost due to correction,0,02/01/2016,240018
2408030,Saint-Adelme,PE,10,Population gained due to correction,2408023,Sainte-Félicité,MÉ,11,Population lost due to correction,22,02/01/2016,240054
2408030,Saint-Adelme,PE,10,Population gained due to correction,2408035,Saint-René-de-Matane,MÉ,11,Population lost due to correction,105,02/01/2016,240057
2407065,Saint-Alexandre-des-Lacs,PE,10,Population gained due to correction,2407070,Saint-Tharcisius,PE,11,Population lost due to correction,0,02/01/2016,240060
2459015,Saint-Amable,V,3,Type change,...,Saint-Amable,MÉ,...,...,...,26/10/2019,240115
2476008,Saint-André-d'Argenteuil,MÉ,8C,Area gained due to boundary correction,2476020,Lachute,V,9C,Area lost due to boundary correction,...,02/01/2016,240023
2414040,Saint-André-de-Kamouraska,MÉ,2,Name change,...,Saint-André,MÉ,...,...,...,12/12/2020,240112
2468005,Saint-Bernard-de-Lacolle,MÉ,3,Type change,...,Saint-Bernard-de-Lacolle,PE,...,...,...,03/06/2017,240024
2461035,Saint-Charles-Borromée,V,3,Type change,...,Saint-Charles-Borromée,MÉ,...,...,...,21/09/2019,240117
2411005,Saint-Clément,MÉ,3,Type change,...,Saint-Clément,PE,...,...,...,05/11/2016,240013
2462065,Saint-Côme,PE,8C,Area gained due to boundary correction,2462070,Sainte-Émélie-de-l'Énergie,MÉ,9C,Area lost due to boundary correction,...,02/01/2016,240063
2462065,Saint-Côme,MÉ,3,Type change,...,Saint-Côme,PE,...,...,...,19/03/2016,240114
2410075,Saint-Eugène-de-Ladrière,PE,10,Population gained due to correction,2410060,Saint-Valérien,PE,11,Population lost due to correction,14,02/01/2016,240065
2427065,Saint-Frédéric,PE,10,Population gained due to correction,2427060,Tring-Jonction,VL,11,Population lost due to correction,32,02/01/2016,240066
2427065,Saint-Frédéric,PE,8C,Area gained due to boundary correction,2427060,Tring-Jonction,VL,9C,Area lost due to boundary correction,...,02/01/2016,240067
2452080,Saint-Gabriel,V,5,Area gained due to partial annexation,2452085,Saint-Gabriel-de-Brandon,MÉ,6,Area lost due to partial annexation,0,03/09/2016,240007
2452085,Saint-Gabriel-de-Brandon,MÉ,8,Area and population gained due to correction,2452080,Saint-Gabriel,V,9,Area and population lost due to correction,0,02/01/2016,240062
2433035,Saint-Gilles,MÉ,3,Type change,...,Saint-Gilles,PE,...,...,...,24/09/2016,240011
2493070,Saint-Henri-de-Taillon,MÉ,8,Area and population gained due to correction,2493042,Alma,V,9,Area and population lost due to correction,5,02/01/2016,240064
2494240,Saint-Honoré,V,3,Type change,...,Saint-Honoré,MÉ,...,...,...,09/01/2016,240001
2429038,Saint-Honoré-de-Shenley,MÉ,10,Population gained due to correction,2429025,Saint-Évariste-de-Forsyth,MÉ,11,Population lost due to correction,34,02/01/2016,240046
2408010,Saint-Jean-de-Cherbourg,PE,10,Population gained due to correction,2408023,Sainte-Félicité,MÉ,11,Population lost due to correction,18,02/01/2016,240051
2408010,Saint-Jean-de-Cherbourg,PE,10,Population gained due to correction,2408035,Saint-René-de-Matane,MÉ,11,Population lost due to correction,39,02/01/2016,240052
2408010,Saint-Jean-de-Cherbourg,PE,10,Population gained due to correction,2408902,Rivière-Bonjour,NO,11,Population lost due to correction,22,02/01/2016,240058
2413010,Saint-Jean-de-la-Lande,MÉ,10,Population gained due to correction,2413015,Packington,PE,11,Population lost due to correction,42,02/01/2016,240045
2471105,Saint-Lazare,V,5,Area gained due to partial annexation,2471050,Les Cèdres,MÉ,6,Area lost due to partial annexation,0,09/01/2016,240002
2471105,Saint-Lazare,V,8,Area and population gained due to correction,2471100,Hudson,V,9,Area and population lost due to correction,28,02/01/2016,240022
2463065,Saint-Liguori,MÉ,3,Type change,...,Saint-Liguori,PE,...,...,...,13/05/2017,240026
2411050,Saint-Mathieu-de-Rioux,MÉ,3,Type change,...,Saint-Mathieu-de-Rioux,PE,...,...,...,30/05/2020,240106
2451070,Saint-Mathieu-du-Parc,MÉ,5,Area gained due to partial annexation,2451085,Saint-Boniface,MÉ,6,Area lost due to partial annexation,0,07/10/2017,240037
2467010,Saint-Philippe,V,3,Type change,...,Saint-Philippe,MÉ,...,...,...,22/10/2016,240012
2408035,Saint-René-de-Matane,MÉ,10,Population gained due to correction,2408902,Rivière-Bonjour,NO,11,Population lost due to correction,21,02/01/2016,240050
2408035,Saint-René-de-Matane,MÉ,10,Population gained due to correction,2408030,Saint-Adelme,PE,11,Population lost due to correction,149,02/01/2016,240056
2417065,Saint-Roch-des-Aulnaies,MÉ,3,Type change,...,Saint-Roch-des-Aulnaies,PE,...,...,...,04/01/2020,240092
2477043,Saint-Sauveur,V,5,Area gained due to partial annexation,2476030,Mille-Isles,MÉ,6,Area lost due to partial annexation,0,18/06/2016,240004
2411055,Saint-Simon-de-Rimouski,MÉ,23,Name and type change,...,Saint-Simon,PE,...,...,...,21/03/2020,240116
2407070,Saint-Tharcisius,PE,10,Population gained due to correction,2407908,Lac-Casault,NO,11,Population lost due to correction,47,02/01/2016,240041
2407070,Saint-Tharcisius,PE,10,Population gained due to correction,2407065,Saint-Alexandre-des-Lacs,PE,11,Population lost due to correction,59,02/01/2016,240041
2410060,Saint-Valérien,PE,5,Area gained due to partial annexation,2410043,Rimouski,V,6,Area lost due to partial annexation,0,03/06/2017,240025
2410060,Saint-Valérien,PE,8,Area and population gained due to correction,2410043,Rimouski,V,9,Area and population lost due to correction,5,02/01/2016,240047
2420010,Sainte-Famille-de-l'Île-d'Orléans,MÉ,23,Name and type change,...,Sainte-Famille,PE,...,...,...,09/12/2017,240033
2408023,Sainte-Félicité,MÉ,10,Population gained due to correction,2408015,Grosses-Roches,MÉ,11,Population lost due to correction,0,02/01/2016,240053
2408023,Sainte-Félicité,MÉ,10,Population gained due to correction,2408030,Saint-Adelme,PE,11,Population lost due to correction,150,02/01/2016,240055
2463005,Sainte-Marie-Salomé,MÉ,3,Type change,...,Sainte-Marie-Salomé,PE,...,...,...,10/12/2016,240017
2483055,Sainte-Thérèse-de-la-Gatineau,MÉ,8C,Area gained due to boundary correction,2483050,Bouchette,MÉ,9C,Area lost due to boundary correction,...,02/01/2016,240077
2451040,Sainte-Ursule,MÉ,3,Type change,...,Sainte-Ursule,PE,...,...,...,10/02/2018,240035
2470052,Salaberry-de-Valleyfield,V,5,Area gained due to partial annexation,2470035,Saint-Louis-de-Gonzague,PE,6,Area lost due to partial annexation,0,17/09/2016,240010
2407085,Sayabec,MÉ,10,Population gained due to correction,2407105,Saint-Damase,PE,11,Population lost due to correction,70,02/01/2016,240042
2407085,Sayabec,MÉ,10,Population gained due to correction,2407914,Lac-Matapédia,NO,11,Population lost due to correction,167,02/01/2016,240042
2497040,Schefferville,V,8,Area and population gained due to correction,2497808,Matimekosh,IRI,9,Area and population lost due to correction,0,02/01/2016,240105
2422020,Shannon,V,3,Type change,...,Shannon,MÉ,...,...,...,20/05/2017,240020
2427060,Tring-Jonction,VL,8,Area and population gained due to correction,2427065,Saint-Frédéric,PE,9,Area and population lost due to correction,79,02/01/2016,240034
2427060,Tring-Jonction,VL,8,Area and population gained due to correction,2427065,Saint-Frédéric,PE,9,Area and population lost due to correction,0,02/01/2016,240068
2497802,Uashat,IRI,8C,Area gained due to boundary correction,2497007,Sept-Îles,V,9C,Area lost due to boundary correction,...,02/01/2016,240029
2497802,Uashat 27,IRI,2,Name change,...,Uashat,IRI,...,...,...,07/12/1987,240096
2440043,Val-des-Sources,V,2,Name change,...,Asbestos,V,...,...,...,15/12/2020,240113
2426015,Vallée-Jonction,MÉ,5,Area gained due to partial annexation,2427043,Saint-Joseph-de-Beauce,V,6,Area lost due to partial annexation,0,18/11/2017,240036
2499802,Waswanipi,TC,8C,Area gained due to boundary correction,2499060,Eeyou Istchee Baie-James,GR,9C,Area lost due to boundary correction,...,02/01/2016,240124
2499010,Waswanipi,VC,8C,Area gained due to boundary correction,2499802,Waswanipi,TC,9C,Area lost due to boundary correction,...,02/01/2016,240125
2499802,Waswanipi,TC,8,Area and population gained due to correction,2499010,Waswanipi,VC,9,Area and population lost due to correction,0,02/01/2016,240126
2423802,Wendake,IRI,8C,Area gained due to boundary correction,2423027,Québec,V,9C,Area lost due to boundary correction,...,02/01/2016,240082
2499816,Whapmagoostui,TC,8,Area and population gained due to correction,2499075,Kuujjuarapik,VN,9,Area and population lost due to correction,32,02/01/2016,240086
2499816,Whapmagoostui,TC,8C,Area gained due to boundary correction,2499904,Baie-d'Hudson,NO,9C,Area lost due to boundary correction,...,02/01/2016,240089
Ontario,,,,,,,,,,,,
3558076,Aroland,S-É,23,Name and type change,...,Aroland 83,IRI,...,...,...,16/11/2020,350055
3559046,Assabaska,IRI,1,Incorporation from part,3559047,Lake of the Woods,TP,6,Area lost due to incorporation,0,18/10/2005,350056
3507042,Athens,TP,8,Area and population gained due to correction,3507017,Front of Yonge,TP,9,Area and population lost due to correction,5,02/01/2016,350019
3534011,Aylmer,T,5,Area gained due to partial annexation,3534010,Malahide,TP,6,Area lost due to partial annexation,0,01/01/2017,350002
3548027,Bonfield,TP,10,Population gained due to correction,3548034,East Ferris,MU,11,Population lost due to correction,15,02/01/2016,350014
3529006,Brantford,CY,5,Area gained due to partial annexation,3529005,Brant,CY,6,Area lost due to partial annexation,1067,01/01/2017,350003
3554032,Brethour,TP,10,Population gained due to correction,3554034,Hilliard,TP,11,Population lost due to correction,16,02/01/2016,350008
3507015,Brockville,CY,5,Area gained due to partial annexation,3507014,Elizabethtown-Kitley,TP,6,Area lost due to partial annexation,223,01/01/2018,350023
3521024,Caledon,T,8,Area and population gained due to correction,3522014,Orangeville,T,9,Area and population lost due to correction,0,02/01/2016,350048
3521024,Caledon,T,8C,Area gained due to boundary correction,3522012,Mono,T,9C,Area lost due to boundary correction,...,02/01/2016,350049
3509028,Carleton Place,T,8C,Area gained due to boundary correction,3509024,Beckwith,TP,9C,Area lost due to boundary correction,...,02/01/2016,350018
3509028,Carleton Place,T,5,Area gained due to partial annexation,3509024,Beckwith,TP,6,Area lost due to partial annexation,0,01/01/2015,350028
3523025,Centre Wellington,TP,8C,Area gained due to boundary correction,3523033,Mapleton,TP,9C,Area lost due to boundary correction,...,02/01/2016,350034
3552056,Chapleau Cree Fox Lake,IRI,1,Incorporation from part,3552093,"Sudbury, Unorganized, North Part",NO,6,Area lost due to incorporation,47,03/10/1991,350039
3552056,Chapleau Cree Fox Lake,IRI,1,Incorporation from part,3552092,Chapleau,TP,6,Area lost due to incorporation,0,03/10/1991,350039
3559024,Chapple,TP,5A,Area gained due to complete annexation,3559030,Long Sault 12,IRI,4,Dissolution,5,02/01/2016,350011
3543050,Chippewas of Rama First Nation,IRI,2,Name change,...,Mnjikaning First Nation 32,IRI,...,...,...,02/01/2016,350013
3507004,Edwardsburgh/Cardinal,TP,8C,Area gained due to boundary correction,3501020,South Dundas,MU,9C,Area lost due to boundary correction,...,02/01/2016,350016
3552026,Espanola,T,10,Population gained due to correction,3552028,Baldwin,TP,11,Population lost due to correction,15,02/01/2016,350009
3552026,Espanola,T,10,Population gained due to correction,3552093,"Sudbury, Unorganized, North Part",NO,11,Population lost due to correction,11,02/01/2016,350009
3552026,Espanola,T,10,Population gained due to correction,3552023,Sables-Spanish Rivers,TP,11,Population lost due to correction,26,02/01/2016,350009
3558003,Fort William 52,IRI,8,Area and population gained due to correction,3558001,Neebing,MU,9,Area and population lost due to correction,0,02/01/2016,350005
3544065,Georgian Bay,TP,8,Area and population gained due to correction,3543015,Severn,TP,9,Area and population lost due to correction,15,02/01/2016,350017
3544065,Georgian Bay,TP,8,Area and population gained due to correction,3543071,Tay,TP,9,Area and population lost due to correction,0,02/01/2016,350021
3553005,Greater Sudbury / Grand Sudbury,CV,8C,Area gained due to boundary correction,3552093,"Sudbury, Unorganized, North Part",NO,9C,Area lost due to boundary correction,...,02/01/2016,350012
3523008,Guelph,CY,8C,Area gained due to boundary correction,3523009,Guelph/Eramosa,TP,9C,Area lost due to boundary correction,...,02/01/2016,350007
3515030,Havelock-Belmont-Methuen,TP,8C,Area gained due to boundary correction,3512046,Marmora and Lake,MU,9C,Area lost due to boundary correction,...,02/01/2016,350010
3515008,Hiawatha First Nation,IRI,8C,Area gained due to boundary correction,3515005,Otonabee-South Monaghan,TP,9C,Area lost due to boundary correction,...,02/01/2016,350035
3560090,"Kenora, Unorganized",NO,8C,Area gained due to boundary correction,3560046,Slate Falls,S-É,9C,Area lost due to boundary correction,...,02/01/2016,350029
3560090,"Kenora, Unorganized",NO,5A,Area gained due to complete annexation,3560102,McDowell Lake,S-É,4,Dissolution,0,27/05/2020,350044
3560075,Kitchenuhmaykoosib Aaki 84,IRI,2,Name change,...,Kitchenuhmaykoosib Aaki 84 (Big Trout Lake),IRI,...,...,...,30/04/1997,350050
3560075,Kitchenuhmaykoosib Aaki 84,IRI,8C,Area gained due to boundary correction,3560090,"Kenora, Unorganized",NO,9C,Area lost due to boundary correction,...,02/01/2016,350054
3559047,Lake of the Woods,TP,5A,Area gained due to complete annexation,3559048,Sabaskong Bay (Part) 35C,IRI,4,Dissolution,0,27/05/2020,350041
3551045,M'Chigeeng 22,IRI,2,Name change,...,M'Chigeeng 22 (West Bay 22),IRI,...,...,...,15/07/1998,350045
3549093,Naiscoutaing 17A,IRI,1,Incorporation from part,3549096,"Parry Sound, Unorganized, Centre Part",NO,6,Area lost due to incorporation,0,09/09/1850,350058
3510045,North Frontenac,TP,8,Area and population gained due to correction,3511035,Addington Highlands,TP,9,Area and population lost due to correction,5,02/01/2016,350020
3557092,Obadjiwan 15E,IRI,1,Incorporation from part,3557095,"Algoma, Unorganized, North Part",NO,6,Area lost due to incorporation,0,06/06/1967,350038
3522014,Orangeville,T,8C,Area gained due to boundary correction,3522012,Mono,T,9C,Area lost due to boundary correction,...,02/01/2016,350047
3531030,Perth East,TP,8,Area and population gained due to correction,3532038,East Zorra-Tavistock,TP,9,Area and population lost due to correction,16,02/01/2016,350032
3515014,Peterborough,CY,8C,Area gained due to boundary correction,3515015,Selwyn,TP,9C,Area lost due to boundary correction,...,02/01/2016,350033
3552037,Point Grondine 3,IRI,1,Incorporation from part,3552036,Killarney,MU,6,Area lost due to incorporation,0,09/09/1850,350037
3559090,"Rainy River, Unorganized",NO,5A,Area gained due to complete annexation,3559065,Seine River 23B,IRI,4,Dissolution,0,27/05/2020,350043
3558092,Red Rock 53,IRI,1,Incorporation from part,3558090,"Thunder Bay, Unorganized",NO,6,Area lost due to incorporation,5,07/09/1850,350059
3558074,Sand Point First Nation,IRI,1,Incorporation from part,3558075,Greenstone,MU,6,Area lost due to incorporation,0,22/04/2010,350060
3560068,Shoal Lake 39A,IRI,2,Name change,...,Shoal Lake (Part) 39A,IRI,...,...,...,02/01/2016,350062
3560008,Sioux Narrows-Nestor Falls,TP,5A,Area gained due to complete annexation,3560007,Sabaskong Bay (Part) 35C,IRI,4,Dissolution,0,27/05/2020,350042
3560046,Slate Falls,S-É,8,Area and population gained due to correction,3560090,"Kenora, Unorganized",NO,9,Area and population lost due to correction,45,02/01/2016,350030
3560046,Slate Falls,IRI,3,Type change,...,Slate Falls,SÉ,...,...,...,15/01/2019,350031
3501020,South Dundas,MU,8,Area and population gained due to correction,3507004,Edwardsburgh/Cardinal,TP,9,Area and population lost due to correction,19,02/01/2016,350015
3531011,Stratford,CY,5,Area gained due to partial annexation,3531030,Perth East,TP,6,Area lost due to partial annexation,0,01/01/2019,350022
3531011,Stratford,CY,5,Area gained due to partial annexation,3531013,Perth South,TP,6,Area lost due to partial annexation,5,01/08/2020,350052
3539015,Strathroy-Caradoc,MU,5,Area gained due to partial annexation,3539047,Adelaide-Metcalfe,TP,6,Area lost due to partial annexation,0,01/01/2017,350001
3559089,Sturgeon Falls 23,IRI,1,Incorporation from part,3559090,"Rainy River, Unorganized",NO,6,Area lost due to incorporation,5,02/01/2016,350057
3558090,"Thunder Bay, Unorganized",NO,5A,Area gained due to complete annexation,3558095,Seine River 22A2,IRI,4,Dissolution,0,27/05/2020,350040
3512001,Tyendinaga,TP,8,Area and population gained due to correction,3512004,Tyendinaga Mohawk Territory,IRI,9,Area and population lost due to correction,0,02/01/2016,350027
3512004,Tyendinaga Mohawk Territory,IRI,8,Area and population gained due to correction,3512001,Tyendinaga,TP,9,Area and population lost due to correction,71,02/01/2016,350026
3560100,Wawakapewin,IRI,2,Name change,...,Wawakapewin (Long Dog Lake),IRI,...,...,...,01/01/2001,350051
3507033,Westport,VL,5,Area gained due to partial annexation,3507040,Rideau Lakes,TP,6,Area lost due to partial annexation,0,01/07/2017,350024
3519044,Whitchurch-Stouffville,T,8C,Area gained due to boundary correction,3519036,Markham,CY,9C,Area lost due to boundary correction,...,02/01/2016,350053
3551040,Whitefish River 4,IRI,2,Name change,...,Whitefish River (Part) 4,IRI,...,...,...,02/01/2016,350061
3532042,Woodstock,CY,5,Area gained due to partial annexation,3532002,Norwich,TP,6,Area lost due to partial annexation,166,01/01/2018,350025
3532042,Woodstock,CY,5,Area gained due to partial annexation,3532012,South-West Oxford,TP,6,Area lost due to partial annexation,30,01/01/2020,350036
3551100,Zhiibaahaasing 19A,IRI,2,Name change,...,Zhiibaahaasing 19A (Cockburn Island 19A),IRI,...,...,...,11/03/1998,350046
Manitoba,,,,,,,,,,,,
4623023,A Kwis Ki Mahka,IRI,1,Incorporation from part,4623022,Gillam,T,6,Area lost due to incorporation,64,28/10/2009,460010
4619077,Berens River 13,IRI,8,Area and population gained due to correction,4619045,"Division No. 19, Unorganized",NO,9,Area and population lost due to correction,0,02/01/2016,460037
4607062,Brandon,CY,5,Area gained due to partial annexation,4607060,Cornwallis,RM,6,Area lost due to partial annexation,24,01/01/2019,460051
4623065,Brochet 197,IRI,10,Population gained due to correction,4623062,"Division No. 23, Unorganized",NO,11,Population lost due to correction,123,02/01/2016,460003
4623058,Churchill 1,IRI,8C,Area gained due to boundary correction,4623062,"Division No. 23, Unorganized",NO,9C,Area lost due to boundary correction,...,02/01/2016,460025
4607060,Cornwallis,RM,8,Area and population gained due to correction,4607057,Whitehead,RM,9,Area and population lost due to correction,10,02/01/2016,460020
4607060,Cornwallis,RM,8C,Area gained due to boundary correction,4607062,Brandon,CY,9C,Area lost due to boundary correction,...,02/01/2016,460050
4622067,Cross Lake 19E,IRI,8,Area and population gained due to correction,4622046,"Division No. 22, Unorganized",NO,9,Area and population lost due to correction,0,02/01/2016,460026
4617050,Dauphin,CY,10,Population gained due to correction,4617048,Dauphin,RM,11,Population lost due to correction,90,02/01/2016,460009
4601094,"Division No.  1, Unorganized",NO,5A,Area gained due to complete annexation,4601082,Shoal Lake (Part) 39A,IRI,4,Dissolution,0,27/05/2020,460021
4619045,"Division No. 19, Unorganized",NO,10,Population gained due to correction,4619077,Berens River 13,IRI,11,Population lost due to correction,89,02/01/2016,460005
4619045,"Division No. 19, Unorganized",NO,5A,Area gained due to complete annexation,4619060,Fairford (Part) 50,IRI,4,Dissolution,0,27/05/2020,460022
4619045,"Division No. 19, Unorganized",NO,8C,Area gained due to boundary correction,4619077,Berens River 13,IRI,9C,Area lost due to boundary correction,...,02/01/2016,460038
4621078,"Division No. 21, Unorganized",NO,8C,Area gained due to boundary correction,4621058,Moose Lake 31A,IRI,9C,Area lost due to boundary correction,...,02/01/2016,460029
4622046,"Division No. 22, Unorganized",NO,8,Area and population gained due to correction,4622050,Oxford House 24,IRI,9,Area and population lost due to correction,45,02/01/2016,460013
4622046,"Division No. 22, Unorganized",NO,8,Area and population gained due to correction,4622055,God's River 86A,IRI,9,Area and population lost due to correction,15,02/01/2016,460014
4622046,"Division No. 22, Unorganized",NO,8C,Area gained due to boundary correction,4622067,Cross Lake 19E,IRI,9C,Area lost due to boundary correction,...,02/01/2016,460027
4622046,"Division No. 22, Unorganized",NO,8,Area and population gained due to correction,4622058,Norway House 17,IRI,9,Area and population lost due to correction,120,02/01/2016,460030
4622046,"Division No. 22, Unorganized",NO,8,Area and population gained due to correction,4622056,Red Sucker Lake 1976,IRI,9,Area and population lost due to correction,112,02/01/2016,460033
4622046,"Division No. 22, Unorganized",NO,8,Area and population gained due to correction,4622059,Nelson House 170,IRI,9,Area and population lost due to correction,47,02/01/2016,460040
4622046,"Division No. 22, Unorganized",NO,8C,Area gained due to boundary correction,4622049,God's Lake 23,IRI,9C,Area lost due to boundary correction,...,02/01/2016,460042
4623062,"Division No. 23, Unorganized",NO,8C,Area gained due to boundary correction,4623064,Pukatawagan 198,IRI,9C,Area lost due to boundary correction,...,02/01/2016,460011
4623062,"Division No. 23, Unorganized",NO,5A,Area gained due to complete annexation,4623060,Split Lake (Part) 171,IRI,4,Dissolution,0,27/05/2020,460023
4618067,Fairford 50,IRI,2,Name change,...,Fairford (Part) 50,IRI,...,...,...,02/01/2016,460053
4618068,Fisher,RM,10,Population gained due to correction,4619045,"Division No. 19, Unorganized",NO,11,Population lost due to correction,119,02/01/2016,460006
4621064,Flin Flon (Part),CY,10,Population gained due to correction,4621078,"Division No. 21, Unorganized",NO,11,Population lost due to correction,9,02/01/2016,460004
4622048,Garden Hill First Nation,IRI,10,Population gained due to correction,4622046,"Division No. 22, Unorganized",NO,11,Population lost due to correction,12,02/01/2016,460007
4623022,Gillam,T,5A,Area gained due to complete annexation,4623025,Gillam,S-É,4,Dissolution,0,02/01/2016,460019
4622049,God's Lake 23,IRI,10,Population gained due to correction,4622046,"Division No. 22, Unorganized",NO,11,Population lost due to correction,229,02/01/2016,460008
4622049,God's Lake 23,IRI,8C,Area gained due to boundary correction,4622046,"Division No. 22, Unorganized",NO,9C,Area lost due to boundary correction,...,02/01/2016,460041
4622055,God's River 86A,IRI,8C,Area gained due to boundary correction,4622046,"Division No. 22, Unorganized",NO,9C,Area lost due to boundary correction,...,02/01/2016,460015
4618063,Little Saskatchewan 48,IRI,8,Area and population gained due to correction,4618060,Grahamdale,RM,9,Area and population lost due to correction,25,02/01/2016,460024
4609030,Long Plain,IRI,1,Incorporation from part,4609024,Portage la Prairie,RM,6,Area lost due to incorporation,0,04/08/2020,460056
4609025,Long Plain 6,IRI,2,Name change,...,Long Plain (Part) 6,IRI,...,...,...,02/01/2010,460043
4609025,Long Plain 6,IRI,8,Area and population gained due to correction,4609024,Portage la Prairie,RM,9,Area and population lost due to correction,0,02/01/2016,460044
4621058,Moose Lake 31A,IRI,8C,Area gained due to boundary correction,4621078,"Division No. 21, Unorganized",NO,9C,Area lost due to boundary correction,...,02/01/2016,460028
4621080,Moose Lake 31D,IRI,1,Incorporation from part,4621078,"Division No. 21, Unorganized",NO,6,Area lost due to incorporation,0,18/10/1885,460046
4621060,Moose Lake 31G,IRI,1,Incorporation from part,4621078,"Division No. 21, Unorganized",NO,6,Area lost due to incorporation,0,25/05/1971,460047
4622802,Mooseocoot,IRI,10,Population gained due to correction,4622064,Ilford,S-É,11,Population lost due to correction,70,02/01/2016,460002
4622066,Mooseocoot 4,IRI,1,Incorporation from part,4622064,Ilford,S-É,6,Area lost due to incorporation,5,16/08/1994,460035
4622059,Nelson House 170,IRI,8C,Area gained due to boundary correction,4622046,"Division No. 22, Unorganized",NO,9C,Area lost due to boundary correction,...,02/01/2016,460039
4622058,Norway House 17,IRI,8C,Area gained due to boundary correction,4622046,"Division No. 22, Unorganized",NO,9C,Area lost due to boundary correction,...,02/01/2016,460031
4623040,O-Pipon-Na-Piwin Cree Nation 1,IRI,1,Incorporation from part,4623037,South Indian Lake,S-É,6,Area lost due to incorporation,40,19/03/2017,460018
4618061,Obushkudayang,IRI,1,Incorporation from part,4618060,Grahamdale,RM,6,Area lost due to incorporation,0,20/06/2017,460055
4621036,Opaskwayak Cree Nation 21D,IRI,1,Incorporation from part,4621052,Kelsey,RM,6,Area lost due to incorporation,0,13/05/1930,460048
4621036,Opaskwayak Cree Nation 21D,IRI,1,Incorporation from part,4621035,Opaskwayak Cree Nation 21C,IRI,6,Area lost due to incorporation,0,13/05/1930,460048
4621039,Opaskwayak Cree Nation 21N,IRI,1,Incorporation from part,4621052,Kelsey,RM,6,Area lost due to incorporation,5,30/04/1926,460049
4622050,Oxford House 24,IRI,8,Area and population gained due to correction,4622046,"Division No. 22, Unorganized",NO,9,Area and population lost due to correction,50,02/01/2016,460012
4622056,Red Sucker Lake 1976,IRI,8C,Area gained due to boundary correction,4622046,"Division No. 22, Unorganized",NO,9C,Area lost due to boundary correction,...,02/01/2016,460032
4622045,Red Sucker Lake 1976A,IRI,1,Incorporation from part,4622046,"Division No. 22, Unorganized",NO,6,Area lost due to incorporation,112,04/09/2008,460036
4615071,Rolling River 67,IRI,8,Area and population gained due to correction,4615070,Harrison Park,MU,9,Area and population lost due to correction,5,02/01/2016,460045
4615071,Rolling River 67,IRI,8,Area and population gained due to correction,4615092,Clanwilliam-Erickson,MU,9,Area and population lost due to correction,10,02/01/2016,460045
4619040,Shoal River 65B,IRI,1,Incorporation from part,4619045,"Division No. 19, Unorganized",NO,6,Area lost due to incorporation,0,02/01/2016,460016
4622063,Split Lake 171,IRI,2,Name change,...,Split Lake (Part) 171,IRI,...,...,...,02/01/2016,460054
4602044,Steinbach,CY,5,Area gained due to partial annexation,4602041,Hanover,RM,6,Area lost due to partial annexation,193,30/10/2017,460052
4607040,Swan Lake 7A,IRI,1,Incorporation from part,4607039,Glenboro-South Cypress,MU,6,Area lost due to incorporation,15,08/11/2006,460034
4607072,Waywayseecappo Highway 10,IRI,1,Incorporation from part,4607071,Elton,RM,6,Area lost due to incorporation,0,30/06/2020,460057
4603050,Winkler,CY,8,Area and population gained due to correction,4603047,Stanley,RM,9,Area and population lost due to correction,69,02/01/2016,460001
4620060,Wuskwi Sipihk First Nation 2,IRI,1,Incorporation from part,4620069,"Division No. 20, Unorganized, North Part",NO,6,Area lost due to incorporation,40,23/03/2000,460017
Saskatchewan,,,,,,,,,,,,
4716860,Ahtahkakoop 104,IRI,8C,Area gained due to boundary correction,4716051,Canwood No. 494,RM,9C,Area lost due to boundary correction,...,02/01/2016,470092
4718042,Air Ronge,NV,8,Area and population gained due to correction,4718809,Lac La Ronge 156,IRI,9,Area and population lost due to correction,93,02/01/2016,470105
4715085,Albertville,VL,10,Population gained due to correction,4715079,Garden River No. 490,RM,11,Population lost due to correction,56,02/01/2016,470027
4718855,Amiskosakahikan 210,IRI,1,Incorporation from part,4718090,"Division No. 18, Unorganized",NO,6,Area lost due to incorporation,16,02/01/2016,470070
4718855,Amiskosakahikan 210,IRI,1,Incorporation from part,4718049,Denare Beach,NV,6,Area lost due to incorporation,104,02/01/2016,470070
4717005,Aquadeo,RV,5,Area gained due to partial annexation,4717001,Meota No. 468,RM,6,Area lost due to partial annexation,0,11/09/2017,470019
4702062,Avonlea,VL,5,Area gained due to partial annexation,4702061,Elmsthorpe No. 100,RM,6,Area lost due to partial annexation,0,22/02/2018,470028
4712078,Battle River No. 438,RM,8C,Area gained due to boundary correction,4712837,Sweet Grass 113-M16,IRI,9C,Area lost due to boundary correction,...,02/01/2016,470041
